Age,Department,DistanceFromHome,EducationField,Education,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,JobRole,AnnualIncome,StockOptionLevel,TrainingTimesLastYear,JobInvolvement,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition
45,Sales,4,Life Sciences,2,Female,Divorced,4,9,5,4,0,3,Travel_Rarely,Sales Executive,180216,1,3,3,2,Yes,11,3,3,1,4,No
56,Research & Development,8,Life Sciences,3,Female,Divorced,4,19,2,2,2,2,Travel_Rarely,Research Scientist,153252,1,3,3,1,Yes,18,3,3,1,3,No
33,Research & Development,2,Life Sciences,3,Male,Single,0,4,3,1,0,2,Travel_Rarely,Research Scientist,90000,0,2,3,1,No,14,3,3,4,4,No
19,Research & Development,2,Life Sciences,3,Male,Single,1,1,1,0,1,0,Travel_Rarely,Laboratory Technician,39672,0,3,2,1,No,22,4,2,4,2,Yes
46,Sales,1,Marketing,2,Female,Divorced,1,24,24,13,15,7,Travel_Rarely,Sales Executive,376308,3,2,3,3,No,25,4,2,1,3,No
38,Research & Development,9,Life Sciences,2,Female,Single,1,2,2,2,2,1,Travel_Rarely,Laboratory Technician,82368,0,3,3,1,No,12,3,3,4,3,No
31,Research & Development,12,Medical,1,Female,Married,8,7,4,2,0,2,Travel_Rarely,Research Scientist,141444,1,0,3,1,Yes,23,4,3,4,3,No
34,Research & Development,27,Medical,2,Female,Single,2,9,3,2,1,2,Travel_Rarely,Research Scientist,83196,0,3,3,1,No,15,3,4,2,3,No
41,Sales,20,Marketing,2,Female,Single,1,4,4,3,0,2,Travel_Rarely,Sales Representative,113040,0,5,3,1,Yes,22,4,2,2,2,Yes
50,Research & Development,1,Medical,3,Male,Married,2,5,3,2,0,2,Travel_Rarely,Laboratory Technician,132840,1,2,2,1,No,15,3,3,3,2,No
53,Research & Development,13,Medical,2,Female,Divorced,1,5,4,2,1,3,Travel_Rarely,Manufacturing Director,160200,2,3,4,2,No,11,3,4,1,3,No
33,Research & Development,14,Medical,3,Female,Married,1,8,8,7,1,6,Travel_Rarely,Research Scientist,99216,1,5,3,1,No,13,3,4,2,3,No
40,Research & Development,4,Medical,1,Female,Married,1,21,20,8,9,9,Travel_Rarely,Manager,685188,1,2,3,5,No,14,3,4,3,3,No
55,Research & Development,14,Medical,4,Male,Single,8,36,24,15,2,15,Travel_Rarely,Research Director,673992,0,3,4,5,No,11,3,3,2,3,No
34,Research & Development,2,Life Sciences,1,Male,Married,1,10,10,9,1,9,Travel_Frequently,Manufacturing Director,343692,0,2,2,2,No,17,3,4,3,2,No
51,Research & Development,3,Medical,3,Female,Single,3,21,7,7,1,0,Travel_Rarely,Healthcare Representative,494424,0,6,3,4,No,18,3,4,2,3,No
52,Research & Development,1,Life Sciences,4,Male,Married,0,34,33,18,11,9,Travel_Rarely,Manager,719964,1,5,2,5,No,14,3,3,3,3,No
27,Research & Development,9,Medical,3,Female,Single,1,7,7,7,0,3,Travel_Rarely,Research Scientist,82044,0,2,3,1,No,16,3,4,2,2,No
35,Research & Development,23,Life Sciences,2,Male,Married,3,8,1,0,0,1,Travel_Rarely,Manufacturing Director,212976,0,1,2,2,Yes,13,3,2,3,3,Yes
43,Research & Development,7,Medical,3,Male,Divorced,4,7,5,4,2,2,Non-Travel,Research Scientist,75204,3,3,4,1,No,14,3,4,4,4,No
45,Research & Development,2,Medical,2,Male,Married,9,22,20,8,11,8,Non-Travel,Manager,604512,1,1,2,4,No,23,4,1,4,3,No
37,Research & Development,21,Life Sciences,3,Male,Married,1,8,8,7,1,7,Travel_Rarely,Research Scientist,128304,1,3,4,1,Yes,12,3,2,1,2,No
35,Research & Development,2,Medical,3,Female,Single,5,10,6,2,1,2,Travel_Frequently,Laboratory Technician,159300,0,5,3,2,No,11,3,2,2,3,No
42,Research & Development,21,Medical,2,Female,Divorced,2,11,5,3,0,2,Non-Travel,Manufacturing Director,189540,1,5,3,2,No,16,3,3,3,3,No
38,Research & Development,2,Life Sciences,4,Male,Married,9,14,1,0,0,0,Travel_Rarely,Manufacturing Director,235908,0,3,3,2,No,14,3,4,3,3,No
38,Research & Development,29,Technical Degree,3,Male,Married,3,9,7,7,1,7,Travel_Rarely,Manufacturing Director,225396,1,3,3,2,No,18,3,4,4,1,No
27,Research & Development,1,Technical Degree,1,Male,Married,5,6,2,2,2,0,Travel_Frequently,Manufacturing Director,154728,1,1,2,2,No,19,3,3,1,3,No
49,Research & Development,18,Life Sciences,4,Male,Divorced,1,7,7,7,1,7,Non-Travel,Manufacturing Director,244944,2,0,3,2,Yes,15,3,4,4,3,No
34,Research & Development,10,Medical,4,Male,Divorced,1,5,5,3,2,0,Travel_Frequently,Research Scientist,137340,1,4,3,1,Yes,17,3,4,3,4,No
40,Research & Development,19,Medical,2,Male,Married,8,15,7,2,3,7,Travel_Rarely,Laboratory Technician,98676,1,2,3,2,Yes,15,3,3,4,4,No
38,Research & Development,29,Medical,1,Male,Married,7,17,1,0,0,0,Travel_Rarely,Healthcare Representative,240228,0,2,3,2,Yes,19,3,2,1,3,Yes
29,Sales,27,Marketing,3,Female,Married,1,10,10,4,1,9,Travel_Rarely,Sales Executive,275004,3,3,3,3,No,22,4,2,4,2,Yes
22,Research & Development,5,Life Sciences,3,Male,Divorced,1,4,4,2,2,2,Travel_Rarely,Research Scientist,83808,1,2,4,1,Yes,16,3,4,2,2,No
36,Research & Development,18,Medical,1,Female,Single,1,8,8,1,1,7,Travel_Frequently,Laboratory Technician,77508,0,2,3,1,No,13,3,2,4,3,No
40,Research & Development,9,Life Sciences,5,Male,Married,9,5,3,2,0,2,Non-Travel,Healthcare Representative,175536,1,5,2,2,No,14,3,4,4,1,No
46,Research & Development,1,Medical,4,Male,Divorced,7,17,4,2,0,3,Travel_Rarely,Healthcare Representative,338256,1,3,3,3,No,16,3,4,1,3,No
32,Sales,4,Medical,4,Male,Married,1,14,14,8,9,8,Travel_Rarely,Sales Executive,374400,0,2,1,3,No,11,3,4,4,2,Yes
30,Research & Development,1,Life Sciences,1,Male,Single,1,12,11,8,5,8,Non-Travel,Manufacturing Director,305064,0,2,2,3,No,22,4,3,3,3,No
27,Sales,20,Life Sciences,3,Female,Single,1,7,7,7,0,7,Travel_Frequently,Sales Executive,359316,0,2,3,2,No,14,3,4,3,3,No
51,Research & Development,8,Life Sciences,4,Male,Married,5,16,10,9,4,7,Travel_Rarely,Research Director,449640,2,5,2,3,No,16,3,2,2,1,No
30,Research & Development,3,Technical Degree,3,Female,Single,5,8,5,2,0,4,Travel_Rarely,Research Scientist,95652,0,5,3,1,Yes,11,3,4,1,3,Yes
41,Sales,6,Life Sciences,3,Female,Single,3,16,1,0,0,0,Travel_Rarely,Manager,489276,0,3,3,3,Yes,18,3,4,4,3,No
30,Sales,26,Marketing,4,Female,Single,5,9,6,3,0,1,Travel_Frequently,Sales Executive,241056,0,5,2,2,No,15,3,3,1,2,Yes
29,Research & Development,1,Technical Degree,3,Male,Single,0,7,6,2,1,5,Travel_Rarely,Research Scientist,74088,0,1,3,1,No,14,3,3,3,2,Yes
45,Sales,6,Medical,3,Female,Single,6,23,19,7,12,8,Non-Travel,Sales Executive,319140,0,2,2,3,No,12,3,4,4,3,No
54,Sales,3,Marketing,3,Female,Married,2,16,6,2,0,5,Travel_Rarely,Sales Executive,213840,1,4,3,2,No,14,3,4,1,3,No
36,Research & Development,5,Life Sciences,2,Male,Single,8,16,13,11,3,7,Travel_Rarely,Laboratory Technician,212904,0,3,3,2,No,16,3,4,2,4,No
33,Research & Development,4,Medical,4,Female,Married,6,7,3,2,1,1,Travel_Rarely,Research Scientist,94392,0,3,2,1,No,21,4,3,2,3,No
37,Research & Development,11,Other,3,Male,Divorced,1,10,10,8,0,7,Travel_Frequently,Research Director,438660,3,1,3,3,Yes,14,3,2,4,3,No
38,Sales,3,Life Sciences,3,Male,Divorced,0,17,16,10,5,13,Travel_Rarely,Sales Executive,381924,2,6,3,3,No,12,3,1,3,2,No
31,Research & Development,1,Medical,4,Male,Married,0,6,5,4,1,4,Non-Travel,Manufacturing Director,156420,1,2,1,2,No,12,3,3,3,3,No
59,Research & Development,3,Life Sciences,3,Male,Married,3,7,1,0,0,0,Travel_Rarely,Research Scientist,78372,1,6,2,1,No,17,3,3,4,3,No
37,Sales,4,Marketing,4,Male,Divorced,4,13,9,8,5,8,Travel_Frequently,Sales Representative,100548,1,2,3,1,No,17,3,1,4,3,No
29,Sales,1,Medical,1,Female,Married,1,11,11,10,4,1,Travel_Frequently,Sales Executive,285048,1,5,3,3,No,14,3,2,4,3,No
35,Sales,1,Marketing,3,Female,Single,1,10,10,7,0,8,Travel_Frequently,Sales Executive,316404,0,3,3,3,No,14,3,3,3,4,No
29,Research & Development,18,Medical,1,Male,Single,1,4,4,3,0,1,Travel_Rarely,Research Scientist,86004,0,3,2,1,Yes,13,3,3,4,2,Yes
52,Research & Development,2,Life Sciences,3,Female,Single,7,6,2,2,2,2,Travel_Rarely,Laboratory Technician,115632,0,3,2,1,No,15,3,3,4,2,No
42,Research & Development,4,Technical Degree,2,Male,Married,1,22,22,17,11,15,Travel_Rarely,Manager,692352,0,3,3,5,No,11,3,3,4,3,No
59,Human Resources,6,Medical,2,Male,Married,8,7,2,2,2,2,Travel_Rarely,Human Resources,81612,0,2,3,1,No,17,3,2,3,2,No
50,Sales,1,Medical,4,Female,Divorced,3,32,7,0,0,6,Travel_Rarely,Manager,702612,1,3,3,5,No,11,3,4,4,2,No
33,Research & Development,14,Medical,3,Male,Married,5,8,5,4,0,4,Travel_Rarely,Laboratory Technician,87696,1,2,3,1,Yes,13,3,3,4,1,Yes
43,Sales,16,Marketing,3,Female,Married,5,22,17,13,1,9,Travel_Rarely,Manager,578304,1,3,3,4,Yes,22,4,4,4,3,No
33,Research & Development,2,Life Sciences,2,Female,Married,7,13,9,7,1,7,Travel_Rarely,Laboratory Technician,97452,0,3,3,1,No,20,4,1,1,4,Yes
52,Sales,2,Life Sciences,4,Male,Single,1,33,33,7,15,12,Non-Travel,Manager,686448,0,2,2,5,Yes,18,3,1,3,4,No
32,Sales,4,Life Sciences,2,Female,Married,2,6,4,3,1,2,Travel_Rarely,Sales Representative,141516,1,5,3,1,No,11,3,3,2,3,No
32,Research & Development,1,Life Sciences,3,Male,Single,0,4,3,2,1,2,Travel_Rarely,Laboratory Technician,134280,0,2,2,1,Yes,14,3,4,3,1,Yes
39,Research & Development,1,Medical,4,Female,Divorced,7,7,3,2,1,2,Travel_Rarely,Laboratory Technician,80352,3,1,3,1,No,14,3,3,3,3,No
32,Sales,26,Marketing,4,Male,Married,0,4,3,2,2,2,Non-Travel,Sales Executive,160740,0,2,3,2,No,18,3,3,4,3,No
41,Research & Development,19,Life Sciences,2,Male,Divorced,2,17,1,0,0,0,Travel_Rarely,Research Scientist,110592,2,2,3,2,No,16,3,3,1,2,No
40,Research & Development,24,Technical Degree,2,Male,Divorced,1,9,9,8,4,7,Travel_Rarely,Research Scientist,119484,2,3,3,2,No,17,3,1,4,3,No
45,Research & Development,1,Other,3,Male,Married,0,25,24,0,1,7,Travel_Rarely,Manager,691272,1,2,4,5,No,11,3,3,4,3,No
31,Research & Development,3,Medical,4,Male,Divorced,9,9,2,2,2,2,Travel_Frequently,Research Director,492300,1,3,3,3,No,12,3,2,3,3,No
33,Research & Development,5,Life Sciences,4,Female,Married,1,2,2,2,0,2,Travel_Rarely,Research Scientist,104796,1,2,2,1,No,13,3,3,4,2,No
34,Research & Development,2,Life Sciences,4,Male,Married,6,13,11,9,5,9,Travel_Rarely,Manufacturing Director,214452,1,3,2,2,No,13,3,4,1,3,No
37,Research & Development,1,Medical,2,Female,Married,2,17,3,1,0,2,Travel_Rarely,Research Scientist,141120,1,2,2,1,No,14,3,3,1,2,No
45,Research & Development,7,Life Sciences,4,Male,Married,4,9,3,2,0,2,Travel_Frequently,Manufacturing Director,231624,1,1,4,2,No,17,3,1,3,3,No
37,Research & Development,10,Medical,3,Male,Divorced,6,17,1,0,0,0,Travel_Frequently,Manufacturing Director,361728,2,5,3,3,No,11,3,1,3,3,Yes
39,Research & Development,2,Technical Degree,4,Female,Single,0,20,19,6,11,8,Travel_Frequently,Healthcare Representative,393768,0,1,3,3,No,25,4,3,3,3,No
29,Research & Development,15,Life Sciences,3,Male,Single,1,6,6,5,1,5,Travel_Rarely,Research Scientist,84240,0,1,3,1,No,19,3,3,4,3,No
42,Research & Development,17,Life Sciences,2,Female,Single,3,10,3,2,0,2,Travel_Rarely,Research Scientist,235620,0,1,4,2,Yes,13,3,4,1,3,No
29,Sales,20,Marketing,2,Male,Divorced,2,10,3,2,0,2,Travel_Rarely,Sales Executive,249516,1,2,3,2,No,14,3,4,4,3,No
25,Research & Development,1,Life Sciences,3,Female,Married,0,5,4,2,1,2,Travel_Rarely,Manufacturing Director,176328,2,3,3,2,No,12,3,1,3,3,No
42,Research & Development,2,Medical,3,Female,Divorced,0,10,9,6,7,8,Travel_Rarely,Laboratory Technician,93348,1,4,2,1,Yes,11,3,4,1,3,No
40,Research & Development,2,Medical,2,Male,Divorced,0,22,21,7,3,9,Travel_Rarely,Research Director,699696,1,5,3,5,No,19,3,1,3,3,No
51,Research & Development,1,Life Sciences,3,Male,Married,1,1,1,0,0,0,Travel_Rarely,Research Scientist,98028,0,0,3,1,No,11,3,3,4,2,No
31,Research & Development,29,Medical,2,Male,Single,0,6,5,4,1,4,Travel_Frequently,Laboratory Technician,125244,0,2,2,1,No,11,3,3,2,4,Yes
32,Research & Development,7,Life Sciences,3,Male,Married,1,5,5,1,0,3,Travel_Frequently,Laboratory Technician,100584,0,3,4,1,No,20,4,2,2,1,No
38,Sales,2,Life Sciences,2,Male,Married,3,13,8,7,7,5,Non-Travel,Sales Executive,188964,1,0,2,2,No,18,3,4,4,3,No
32,Research & Development,2,Technical Degree,1,Male,Single,4,9,6,2,0,4,Travel_Rarely,Laboratory Technician,78336,0,5,2,2,No,13,3,4,1,3,No
46,Sales,2,Technical Degree,3,Female,Married,3,28,7,7,7,7,Travel_Rarely,Manager,607392,1,2,1,4,Yes,12,3,3,2,2,No
28,Research & Development,2,Life Sciences,4,Male,Single,2,5,0,0,0,0,Travel_Rarely,Laboratory Technician,125460,0,5,3,1,No,11,3,1,3,1,Yes
29,Sales,2,Medical,3,Male,Married,2,10,0,0,0,0,Travel_Rarely,Sales Executive,239184,2,2,2,2,No,19,3,1,2,3,No
31,Research & Development,23,Medical,3,Male,Married,0,10,9,0,7,8,Travel_Rarely,Healthcare Representative,200952,1,2,2,2,No,21,4,2,4,3,No
25,Research & Development,5,Life Sciences,2,Male,Divorced,1,6,6,3,1,5,Non-Travel,Healthcare Representative,144000,2,2,4,2,No,12,3,2,1,3,No
45,Research & Development,20,Medical,2,Male,Married,0,21,20,7,4,10,Travel_Rarely,Healthcare Representative,485856,0,2,3,4,Yes,14,3,3,4,3,No
36,Research & Development,6,Life Sciences,3,Male,Married,0,16,15,13,10,11,Travel_Rarely,Laboratory Technician,115560,1,4,3,1,No,11,3,4,4,3,No
55,Research & Development,1,Medical,3,Male,Single,0,37,36,10,4,13,Travel_Rarely,Manager,685620,0,2,3,5,Yes,14,3,4,1,3,No
47,Research & Development,29,Life Sciences,4,Male,Married,1,10,10,7,9,9,Non-Travel,Manager,426564,1,2,3,3,Yes,12,3,1,2,2,Yes
28,Research & Development,9,Medical,3,Male,Married,1,5,5,2,0,4,Travel_Rarely,Research Scientist,74520,1,3,3,1,No,23,4,4,4,2,No
37,Sales,6,Medical,4,Male,Married,4,7,5,4,0,1,Travel_Rarely,Sales Executive,234072,1,5,3,2,No,14,3,3,4,4,No
21,Research & Development,3,Medical,2,Male,Single,1,3,3,2,1,0,Travel_Rarely,Research Scientist,116280,0,4,2,1,No,17,3,4,3,4,No
37,Research & Development,1,Medical,4,Female,Divorced,2,15,5,2,0,2,Non-Travel,Research Director,489708,2,2,3,3,Yes,18,3,1,4,3,No
35,Research & Development,22,Life Sciences,3,Female,Divorced,7,10,7,7,6,2,Travel_Rarely,Manager,431856,1,6,4,3,No,18,3,2,2,2,No
38,Sales,7,Medical,2,Female,Divorced,1,8,8,0,7,7,Travel_Rarely,Sales Executive,201780,1,3,4,2,Yes,24,4,1,1,3,No
26,Research & Development,1,Life Sciences,3,Female,Divorced,1,6,6,5,1,4,Travel_Frequently,Manufacturing Director,230292,1,6,3,2,No,20,4,3,2,1,No
50,Research & Development,4,Life Sciences,1,Male,Divorced,3,28,10,4,1,6,Travel_Rarely,Research Director,689184,2,4,3,5,No,14,3,1,2,2,No
53,Research & Development,3,Medical,4,Male,Married,3,21,5,3,1,3,Travel_Rarely,Research Director,633024,3,5,3,4,Yes,16,3,3,3,2,No
42,Sales,1,Life Sciences,1,Male,Married,1,20,20,16,11,6,Travel_Rarely,Sales Executive,176652,0,3,3,2,No,25,4,2,3,3,No
29,Sales,2,Life Sciences,2,Male,Single,1,10,10,7,0,9,Travel_Frequently,Sales Executive,163944,0,3,3,2,No,18,3,2,4,2,No
55,Research & Development,20,Technical Degree,2,Male,Married,3,12,10,7,0,8,Travel_Rarely,Laboratory Technician,194940,1,4,3,2,Yes,19,3,2,4,3,No
26,Research & Development,11,Medical,2,Male,Married,1,5,5,3,3,3,Travel_Frequently,Healthcare Representative,170676,1,3,3,2,Yes,13,3,1,1,3,No
37,Research & Development,1,Life Sciences,3,Female,Single,1,17,17,12,5,7,Travel_Rarely,Research Scientist,76140,0,3,3,1,No,12,3,4,4,3,No
44,Research & Development,24,Life Sciences,3,Male,Divorced,3,19,1,0,0,0,Travel_Frequently,Laboratory Technician,113796,1,0,3,1,Yes,22,4,4,3,1,Yes
38,Research & Development,23,Life Sciences,4,Male,Divorced,9,10,2,2,1,2,Travel_Rarely,Healthcare Representative,206820,1,2,3,2,No,14,3,4,4,3,No
26,Research & Development,16,Medical,4,Male,Divorced,2,5,3,2,0,2,Travel_Rarely,Laboratory Technician,85428,1,2,3,1,Yes,13,3,1,2,3,Yes
28,Research & Development,8,Life Sciences,2,Female,Single,1,5,5,3,0,2,Travel_Rarely,Research Scientist,119160,0,3,3,1,No,21,4,4,4,3,No
49,Research & Development,10,Life Sciences,4,Female,Single,9,22,3,2,1,2,Travel_Frequently,Research Director,671940,0,4,3,5,Yes,11,3,3,1,3,No
36,Research & Development,3,Technical Degree,3,Male,Single,4,10,8,0,7,7,Travel_Rarely,Research Scientist,161460,0,2,3,2,No,12,3,3,2,3,No
31,Sales,5,Marketing,3,Female,Divorced,1,2,2,2,2,2,Travel_Frequently,Sales Representative,100404,1,5,3,1,No,11,3,4,2,2,No
26,Sales,4,Marketing,4,Male,Single,1,8,8,7,7,4,Travel_Rarely,Sales Executive,209808,0,0,2,2,Yes,12,3,4,4,3,Yes
37,Research & Development,9,Medical,3,Male,Married,1,4,4,2,1,2,Travel_Frequently,Research Scientist,83736,3,3,3,1,Yes,12,3,2,4,2,No
42,Sales,26,Marketing,3,Female,Married,5,23,20,4,4,8,Travel_Frequently,Sales Executive,486900,1,2,3,4,No,14,3,3,2,4,No
18,Research & Development,3,Life Sciences,3,Male,Single,1,0,0,0,0,0,Travel_Rarely,Laboratory Technician,51120,0,2,3,1,No,13,3,3,3,3,Yes
35,Sales,16,Marketing,3,Male,Married,0,12,11,9,6,9,Travel_Rarely,Sales Executive,288720,2,3,3,3,No,15,3,3,2,2,No
36,Research & Development,18,Life Sciences,4,Male,Married,4,4,1,0,0,0,Travel_Frequently,Laboratory Technician,132768,2,2,4,1,No,18,3,3,4,3,No
51,Research & Development,2,Medical,3,Male,Divorced,5,13,4,1,1,2,Travel_Rarely,Manufacturing Director,197352,1,3,1,2,No,18,3,4,2,3,No
41,Sales,2,Life Sciences,4,Male,Single,1,22,22,10,0,4,Travel_Rarely,Manager,576540,0,2,3,4,No,19,3,4,2,3,No
18,Sales,10,Medical,3,Female,Single,1,0,0,0,0,0,Travel_Rarely,Sales Representative,43200,0,2,2,1,No,12,3,4,3,3,No
28,Research & Development,16,Medical,2,Male,Single,0,9,8,3,0,7,Travel_Rarely,Healthcare Representative,203796,0,2,4,2,No,19,3,2,1,3,No
31,Sales,7,Technical Degree,3,Male,Married,4,10,8,7,7,7,Travel_Rarely,Sales Executive,249444,1,3,4,2,No,11,3,2,4,2,No
39,Research & Development,1,Medical,3,Male,Divorced,0,19,18,10,3,7,Travel_Rarely,Healthcare Representative,346068,3,5,4,3,No,17,3,3,4,2,No
36,Research & Development,24,Life Sciences,4,Female,Married,7,11,9,8,0,8,Non-Travel,Laboratory Technician,204264,1,3,3,2,No,15,3,2,2,3,No
32,Sales,7,Life Sciences,3,Male,Married,1,13,13,8,4,8,Travel_Rarely,Sales Executive,197424,1,3,2,2,No,14,3,4,3,2,No
38,Research & Development,25,Life Sciences,2,Female,Married,3,19,10,8,0,1,Travel_Rarely,Research Director,434196,1,2,2,3,No,17,3,1,2,3,No
58,Research & Development,1,Life Sciences,4,Male,Divorced,2,12,5,3,1,2,Non-Travel,Healthcare Representative,203760,1,2,1,2,Yes,13,3,4,3,3,No
31,Research & Development,5,Technical Degree,4,Male,Married,0,6,5,2,0,3,Travel_Rarely,Research Scientist,173556,1,4,3,1,Yes,12,3,3,4,3,No
31,Human Resources,2,Human Resources,3,Male,Married,3,9,2,2,1,0,Travel_Rarely,Human Resources,230760,0,1,2,2,No,12,3,1,1,3,No
45,Research & Development,7,Life Sciences,3,Male,Divorced,1,24,24,9,9,11,Travel_Frequently,Laboratory Technician,187560,1,2,3,3,No,18,3,1,1,3,No
31,Research & Development,2,Life Sciences,4,Male,Divorced,0,3,2,2,2,2,Travel_Rarely,Research Scientist,97020,1,2,3,1,Yes,18,3,3,4,1,No
33,Research & Development,5,Life Sciences,4,Female,Married,6,12,10,6,8,8,Travel_Frequently,Manager,427608,2,2,3,3,No,11,3,4,2,3,No
39,Research & Development,10,Medical,1,Male,Married,1,21,21,9,11,10,Travel_Rarely,Manager,614448,0,3,3,4,Yes,14,3,3,1,3,No
43,Research & Development,10,Life Sciences,4,Female,Single,0,9,8,7,1,7,Travel_Frequently,Laboratory Technician,88380,0,5,3,1,No,19,3,3,4,3,No
49,Research & Development,1,Technical Degree,2,Female,Single,7,25,7,1,0,7,Travel_Rarely,Healthcare Representative,502704,0,2,2,4,Yes,12,3,3,3,3,No
52,Research & Development,8,Medical,4,Male,Married,2,11,8,2,7,7,Travel_Rarely,Research Scientist,177876,0,3,2,2,No,15,3,3,2,2,Yes
27,Research & Development,5,Life Sciences,3,Female,Single,1,4,4,3,1,2,Travel_Rarely,Research Scientist,89208,0,2,3,1,Yes,12,3,3,2,2,No
32,Sales,8,Technical Degree,2,Female,Married,1,13,13,12,11,9,Travel_Rarely,Sales Executive,188208,0,2,2,2,Yes,11,3,3,2,3,No
27,Sales,2,Life Sciences,3,Male,Single,1,5,5,4,0,4,Travel_Rarely,Sales Executive,161208,0,3,3,2,Yes,11,3,4,3,3,No
31,Sales,7,Marketing,3,Male,Divorced,4,13,7,7,1,7,Travel_Rarely,Sales Executive,271692,3,3,3,2,No,12,3,4,4,3,No
32,Research & Development,2,Medical,4,Female,Single,7,10,7,7,0,7,Travel_Rarely,Research Scientist,181980,0,0,4,2,No,16,3,1,4,2,No
28,Research & Development,2,Medical,4,Male,Married,5,5,3,2,2,2,Travel_Rarely,Research Scientist,124704,0,4,1,1,Yes,13,3,1,4,2,Yes
30,Research & Development,28,Medical,2,Female,Married,1,11,10,8,1,9,Travel_Rarely,Research Scientist,207900,2,2,3,2,No,13,3,4,4,3,No
31,Research & Development,7,Life Sciences,2,Female,Married,1,10,10,9,8,9,Travel_Frequently,Manufacturing Director,321948,1,2,2,3,No,24,4,3,3,3,No
39,Research & Development,7,Medical,2,Male,Married,1,21,21,9,13,3,Travel_Frequently,Manager,693792,1,2,2,5,No,15,3,3,4,3,No
39,Sales,3,Medical,2,Female,Married,4,12,1,0,0,0,Travel_Rarely,Sales Executive,188568,0,3,3,2,Yes,18,3,4,3,2,Yes
33,Sales,10,Marketing,3,Male,Single,3,9,7,7,0,1,Travel_Frequently,Sales Executive,168552,0,6,2,2,No,14,3,2,4,2,No
47,Research & Development,5,Life Sciences,5,Male,Married,4,21,3,2,1,1,Travel_Rarely,Research Director,658800,1,2,3,5,No,11,3,4,3,3,No
43,Research & Development,10,Life Sciences,4,Female,Divorced,1,9,9,7,0,0,Travel_Frequently,Laboratory Technician,189252,1,3,2,2,No,11,3,3,3,4,No
27,Sales,1,Marketing,1,Male,Married,0,6,5,4,1,4,Non-Travel,Sales Executive,228564,1,0,3,2,Yes,13,3,3,2,3,No
54,Research & Development,20,Life Sciences,4,Female,Single,3,20,4,3,0,3,Travel_Frequently,Research Scientist,175284,0,4,3,2,No,12,3,4,3,2,No
43,Research & Development,7,Life Sciences,3,Female,Married,8,10,1,0,0,0,Travel_Rarely,Healthcare Representative,359460,1,1,3,3,No,16,3,3,1,2,No
45,Research & Development,8,Other,4,Male,Married,9,12,10,9,9,8,Travel_Rarely,Research Scientist,133092,2,3,3,2,No,14,3,4,4,3,No
40,Sales,1,Medical,2,Male,Married,2,6,4,3,0,2,Travel_Rarely,Sales Executive,268452,3,2,1,2,Yes,22,4,2,4,2,No
29,Research & Development,8,Other,4,Male,Married,1,7,7,7,0,7,Travel_Rarely,Laboratory Technician,76284,0,4,1,1,Yes,11,3,2,1,2,Yes
29,Research & Development,9,Other,5,Male,Single,0,4,3,2,2,2,Travel_Rarely,Laboratory Technician,143388,0,2,2,1,No,17,3,2,4,3,No
30,Sales,5,Marketing,3,Female,Divorced,1,10,10,9,1,2,Travel_Rarely,Sales Executive,220248,3,2,2,2,No,13,3,4,3,3,No
27,Sales,8,Marketing,4,Female,Married,1,8,8,7,0,7,Travel_Rarely,Sales Executive,223704,1,3,3,2,No,18,3,2,2,3,No
37,Research & Development,5,Medical,2,Male,Divorced,7,8,6,2,0,4,Travel_Rarely,Manufacturing Director,228492,2,2,3,2,No,16,3,4,4,2,No
38,Research & Development,15,Life Sciences,2,Male,Divorced,0,12,11,10,2,9,Travel_Rarely,Research Director,414360,1,3,2,3,Yes,14,3,3,4,3,No
31,Research & Development,7,Medical,4,Female,Single,1,11,11,9,4,10,Travel_Rarely,Manufacturing Director,257148,0,2,3,3,Yes,14,3,3,4,2,No
29,Sales,10,Marketing,1,Female,Divorced,1,7,7,7,1,7,Travel_Rarely,Sales Executive,297648,2,2,2,2,Yes,14,3,4,2,3,No
35,Research & Development,5,Technical Degree,4,Male,Single,0,17,16,6,0,13,Travel_Rarely,Manufacturing Director,291420,0,5,3,3,No,13,3,3,2,3,No
